lines_of_code,cyclomatic_complexity,num_functions,num_classes,comment_density,code_churn,num_developers,commit_frequency,avg_function_length,bug_fix_commits,past_defects,defect
1267,21,57,97,0.21,591,5,49,98,129,1,0
1590,35,85,97,0.3,914,10,108,146,172,16,1
3286,47,173,49,0.59,670,6,147,117,53,12,1
2436,10,13,55,0.13,560,6,219,167,119,19,1
3769,47,199,15,0.35,461,9,126,60,104,12,1
1438,28,120,68,0.49,185,11,15,22,170,23,1
1906,40,44,76,0.23,833,4,9,104,112,38,1
1415,37,29,64,0.39,919,9,131,8,36,34,1
549,41,151,15,0.18,815,12,185,185,154,12,1
1730,33,190,71,0.12,837,3,242,36,59,35,1
560,8,82,69,0.27,294,11,11,94,6,17,1
4362,37,88,61,0.46,636,11,183,134,9,18,1
1374,41,176,62,0.34,245,14,69,113,139,26,1
1205,33,190,76,0.5,149,13,143,196,42,5,1
1877,19,133,8,0.18,232,14,133,21,196,11,1
3191,30,24,38,0.49,378,7,29,111,189,37,1
3536,14,85,97,0.56,298,1,110,116,92,35,1
1860,14,161,51,0.23,177,4,183,151,171,12,1
2973,36,10,8,0.56,684,5,294,100,98,22,1
2264,7,105,65,0.53,384,7,144,164,123,16,1
4236,43,127,75,0.05,67,3,52,99,140,12,1
763,34,21,45,0.42,431,2,58,40,15,26,1
3652,32,146,68,0.49,176,3,280,176,153,49,1
4184,42,30,86,0.23,589,7,191,52,131,18,1
3572,33,100,7,0.21,41,14,121,6,8,1,1
4318,14,161,29,0.52,919,7,231,185,149,1,1
4798,25,180,75,0.26,969,4,8,7,130,12,1
4899,28,141,2,0.41,951,12,166,5,106,47,1
1293,42,5,29,0.29,935,9,173,118,21,8,1
3759,39,64,19,0.19,808,2,63,190,18,6,1
1131,30,178,38,0.5,63,9,278,72,169,24,1
505,31,134,95,0.29,570,11,199,15,7,12,1
4974,24,165,48,0.16,487,9,257,81,197,44,1
944,4,76,88,0.58,156,8,182,154,173,11,1
1434,14,12,97,0.09,230,3,167,198,195,46,1
2008,9,58,52,0.08,159,2,141,23,7,39,1
3122,36,186,77,0.54,537,1,148,82,60,41,1
2046,6,13,99,0.54,614,13,28,94,3,13,1
4335,24,5,95,0.46,375,12,58,44,146,17,1
554,26,94,12,0.09,855,9,283,166,122,33,1
1264,34,145,42,0.45,723,14,247,147,3,22,1
1581,1,68,75,0.1,819,12,164,25,43,8,1
3490,23,86,96,0.04,193,9,83,108,51,39,1
873,17,135,96,0.19,174,13,295,62,56,0,1
978,36,127,40,0.43,138,11,81,39,128,11,1
183,37,164,40,0.2,165,7,183,37,87,7,1
2155,45,91,41,0.43,380,13,246,32,151,14,1
3677,20,78,3,0.56,733,12,286,59,118,29,1
4830,26,83,44,0.35,617,7,152,198,141,23,1
1902,11,126,49,0.02,969,3,228,57,190,0,0
4960,20,113,15,0.03,234,2,32,21,101,34,1
4225,1,146,55,0.1,80,13,232,106,22,17,1
2983,44,80,46,0.4,935,14,77,190,119,28,1
3334,13,61,60,0.19,856,4,150,72,10,12,1
4348,36,87,45,0.22,737,13,227,129,169,46,1
2861,44,38,81,0.21,156,2,188,116,67,46,1
1300,38,64,27,0.22,963,5,186,77,45,9,1
3562,13,110,4,0.37,518,12,21,136,164,35,1
1306,14,50,71,0.35,559,6,82,158,139,37,1
3426,12,36,37,0.52,401,14,152,149,178,7,1
3536,34,6,49,0.59,808,5,24,35,83,21,1
3634,27,181,80,0.5,530,7,103,167,177,36,1
1446,12,126,18,0.46,947,10,163,179,0,14,1
3687,38,111,63,0.22,781,5,174,68,101,32,1
3380,36,59,96,0.55,469,12,232,181,120,41,1
2753,1,55,85,0.22,642,3,38,20,102,44,1
520,26,150,25,0.04,950,11,123,17,41,47,1
1403,40,165,14,0.3,858,6,178,38,36,9,1
2833,40,80,60,0.16,626,6,185,177,157,32,1
2881,21,152,32,0.29,852,1,238,123,23,2,1
407,32,152,62,0.41,930,7,168,154,101,36,1
3069,25,10,9,0.52,46,9,60,197,67,22,1
717,12,77,68,0.15,724,4,42,136,98,13,1
4518,25,138,79,0.55,116,3,145,151,24,10,1
1195,26,58,40,0.6,135,9,264,89,92,22,1
4235,36,5,8,0.12,171,5,217,156,23,22,1
3769,16,177,29,0.21,820,7,263,42,80,19,1
2795,14,128,78,0.43,858,14,241,95,163,3,1
589,46,147,37,0.22,812,5,155,103,87,41,1
2829,34,180,85,0.13,817,14,134,11,99,19,1
4186,49,81,66,0.24,666,9,77,47,58,41,1
4885,24,193,81,0.42,760,3,256,87,118,12,1
3825,8,116,85,0.01,412,7,34,60,161,6,1
2558,27,96,56,0.4,212,10,158,166,163,38,1
2829,39,116,31,0.54,578,9,116,164,167,45,1
974,13,167,99,0.59,913,1,274,145,198,44,1
3006,29,123,68,0.15,416,9,105,173,136,28,1
1631,31,102,47,0.45,26,8,267,130,40,27,1
3374,43,1,64,0.1,441,12,1,129,67,32,1
4535,19,81,55,0.14,388,14,130,156,42,26,1
305,10,150,47,0.4,690,7,116,18,19,19,1
4854,43,108,27,0.49,834,4,236,184,60,47,1
1888,48,23,5,0.06,701,11,252,102,77,0,1
1994,40,147,86,0.23,623,9,158,74,102,11,1
59,34,27,86,0.52,777,8,55,31,96,42,1
2921,46,18,46,0.45,61,3,11,72,86,30,1
847,49,182,64,0.03,929,7,256,199,24,23,1
1065,49,145,53,0.24,590,6,222,171,118,33,1
1874,43,183,14,0.24,350,10,67,125,100,28,1
4519,1,90,48,0.39,839,5,268,11,94,24,1
3186,19,158,60,0.05,589,12,163,91,18,1,1
2243,1,53,8,0.22,82,4,286,68,33,13,1
273,24,81,77,0.54,849,1,287,128,144,31,1
4998,25,138,59,0.05,897,7,137,177,63,47,1
4208,4,94,89,0.07,587,6,194,143,37,7,0
3975,24,158,80,0.36,662,14,2,96,69,15,1
4834,39,26,83,0.22,210,2,52,85,168,18,1
4050,20,199,37,0.01,277,13,45,80,149,27,1
1683,33,197,36,0.15,4,7,62,94,193,22,1
2202,28,21,70,0.34,964,12,166,43,158,21,1
560,43,56,27,0.5,978,4,94,135,109,22,1
434,45,8,94,0.39,792,1,26,65,107,49,1
454,35,157,99,0.0,711,1,124,74,156,15,1
4663,24,160,2,0.13,643,12,258,72,30,14,1
4621,40,192,33,0.09,578,3,272,8,23,43,1
2050,44,172,68,0.27,217,5,169,147,127,29,1
2806,2,195,93,0.19,531,5,215,19,68,47,1
1718,23,56,71,0.33,124,13,280,181,181,19,1
1510,33,97,52,0.12,441,9,38,14,95,45,1
3686,14,68,70,0.42,715,14,272,59,17,9,0
2774,15,139,77,0.25,490,3,80,36,120,36,1
4859,32,92,80,0.21,804,11,115,28,66,14,1
4228,23,165,14,0.41,810,6,208,88,144,34,1
2098,4,136,70,0.42,520,10,228,190,195,45,1
4196,20,186,72,0.06,949,3,257,109,189,1,1
4830,31,130,68,0.53,3,1,290,165,185,15,1
766,7,6,97,0.4,448,10,133,40,138,41,1
4594,1,160,94,0.2,344,12,130,146,6,23,1
4633,5,100,36,0.3,664,3,109,142,54,19,1
1873,14,147,86,0.11,754,7,97,24,173,14,1
2131,30,107,35,0.09,635,14,285,24,28,16,1
3469,38,101,61,0.54,101,13,52,70,40,35,1
1624,23,146,94,0.34,673,13,90,75,28,43,1
299,7,99,19,0.4,367,3,116,45,49,15,1
723,44,89,19,0.5,112,12,69,85,119,8,1
4583,39,168,6,0.48,259,1,158,152,158,25,1
2215,16,60,29,0.07,140,6,89,89,199,32,1
820,9,168,10,0.46,14,2,105,20,5,36,1
4012,39,66,33,0.2,800,2,207,44,152,4,1
4413,46,150,64,0.27,844,12,156,141,136,9,1
2034,34,37,32,0.01,11,12,78,163,126,31,1
1127,31,110,47,0.29,93,11,298,165,137,40,1
285,45,33,19,0.18,519,8,274,68,51,11,1
438,7,20,10,0.29,632,7,10,37,59,6,0
3087,2,168,65,0.52,685,8,129,48,39,38,1
4908,6,140,67,0.45,556,12,272,198,91,24,1
1898,44,49,97,0.25,812,9,144,67,8,3,1
4769,34,162,21,0.18,580,13,181,165,167,7,1
2864,17,99,56,0.16,54,12,202,115,62,0,1
3424,26,103,43,0.38,267,12,232,117,147,48,1
3328,12,181,31,0.21,205,7,31,190,40,22,1
1302,20,60,95,0.29,862,2,143,7,38,26,1
4031,41,66,21,0.17,313,11,62,197,111,33,1
4723,46,28,4,0.32,458,4,269,52,154,1,1
2172,35,184,68,0.02,492,3,63,171,26,3,1
4580,35,180,27,0.24,201,9,203,159,157,36,1
2200,29,11,13,0.49,883,13,30,193,180,31,1
4909,48,171,57,0.12,112,13,40,14,12,8,1
1379,38,176,46,0.25,450,11,127,101,150,26,1
1408,31,186,4,0.28,523,8,55,35,64,14,1
2532,40,185,84,0.58,944,6,49,125,140,13,1
4592,13,142,46,0.5,573,6,168,117,162,40,1
2067,26,88,2,0.31,490,10,2,54,76,35,1
1381,22,182,75,0.12,467,12,229,152,36,1,1
4394,8,130,58,0.33,522,10,186,175,91,17,1
4311,40,42,96,0.36,746,5,113,10,21,27,1
1408,7,135,18,0.28,551,14,126,155,141,20,1
4687,5,102,6,0.18,68,3,257,160,28,40,1
4904,1,137,11,0.49,720,3,260,157,145,32,1
3227,45,33,10,0.2,65,12,256,178,114,10,1
2178,40,91,78,0.24,278,11,143,130,49,16,1
2230,11,121,21,0.2,262,11,258,140,24,33,1
4942,32,68,30,0.54,375,7,236,124,144,11,1
187,7,192,2,0.38,253,4,143,89,75,2,1
3522,29,97,68,0.04,762,6,48,175,109,34,1
2882,30,191,32,0.14,825,1,46,106,75,49,1
3629,21,136,77,0.42,848,4,275,84,170,9,1
3081,39,59,74,0.29,627,9,295,46,192,30,1
4214,48,104,19,0.32,346,6,66,92,190,32,1
2643,44,137,30,0.11,700,14,107,165,149,34,1
4350,43,140,79,0.51,299,12,174,74,5,18,1
3868,41,58,72,0.45,372,14,233,127,100,20,1
4188,39,49,50,0.3,755,9,251,45,121,1,1
3873,20,44,68,0.21,785,5,122,191,105,35,1
4092,22,139,81,0.35,440,3,264,173,76,39,1
1956,29,144,83,0.07,294,14,27,61,151,17,1
810,46,66,91,0.28,779,11,275,9,75,20,1
3495,4,111,82,0.06,396,7,22,196,197,7,1
949,3,166,12,0.56,360,5,268,108,12,2,1
4505,9,171,81,0.16,901,4,103,65,1,48,1
2997,5,101,81,0.23,565,4,129,181,84,34,1
1769,3,110,12,0.35,308,13,178,161,129,22,1
330,25,112,10,0.14,835,10,63,194,10,44,1
3316,32,195,4,0.18,751,4,143,84,170,5,1
1937,33,99,99,0.54,993,14,257,106,7,43,1
3316,18,73,75,0.5,513,1,132,131,103,38,1
716,45,187,18,0.12,677,1,247,118,142,48,1
4238,36,135,84,0.24,126,5,63,92,196,42,1
721,41,121,68,0.28,872,12,234,161,122,31,1
2019,29,154,61,0.4,594,3,96,56,70,30,1
4206,39,159,96,0.45,591,1,120,33,111,18,1
3172,47,152,0,0.56,180,5,186,80,178,10,1
4749,45,193,74,0.32,62,5,12,197,87,31,1
4827,2,184,34,0.44,15,7,246,64,144,20,1
3950,11,63,4,0.52,429,6,237,176,102,25,1
573,31,154,88,0.51,849,14,126,13,183,28,1
2443,4,58,62,0.53,824,10,298,162,179,47,1
3167,29,27,74,0.19,635,13,111,195,157,17,1
2643,3,69,85,0.39,61,1,209,109,0,23,1
2018,2,38,5,0.41,278,4,145,178,145,9,1
1803,44,47,0,0.14,470,1,6,114,95,21,1
2346,36,123,45,0.56,551,1,50,144,168,49,1
2311,14,21,12,0.42,805,13,169,41,149,4,1
2336,48,79,54,0.1,289,3,53,120,52,40,1
4252,4,140,18,0.06,737,1,182,139,87,6,1
2928,44,125,85,0.42,896,11,180,116,168,44,1
4193,30,75,28,0.33,911,1,66,111,38,4,1
3694,19,25,93,0.46,764,5,216,116,39,38,1
4482,19,196,2,0.19,286,10,57,40,185,24,1
2105,44,109,6,0.17,40,6,64,166,183,18,1
4770,31,86,92,0.14,352,1,228,194,119,13,1
1326,15,122,5,0.04,4,12,102,176,31,28,1
2816,29,171,41,0.12,878,6,177,121,77,23,1
352,3,179,61,0.38,572,3,244,5,33,19,1
688,19,89,9,0.17,791,11,224,127,58,7,1
105,22,24,30,0.19,209,10,158,155,123,25,1
4871,47,9,7,0.12,475,14,113,179,52,48,1
575,20,106,69,0.29,987,7,265,103,83,38,1
4619,7,22,6,0.32,691,2,73,185,120,12,1
4173,4,27,69,0.58,94,10,154,191,120,9,0
2175,1,61,18,0.29,154,8,134,173,81,33,1
3337,41,88,26,0.42,55,4,205,152,168,44,1
414,7,65,65,0.31,379,5,219,109,48,28,1
4671,22,65,48,0.54,494,2,63,192,103,18,1
1696,37,142,45,0.2,254,10,40,34,130,43,1
968,30,93,85,0.41,980,12,151,143,39,5,1
2847,9,20,38,0.18,887,11,2,68,6,37,1
1581,27,97,35,0.49,410,12,114,121,179,0,1
3395,38,173,51,0.18,60,1,1,43,192,18,1
1956,23,167,57,0.11,747,14,294,181,24,38,1
3136,12,84,96,0.56,964,5,265,90,150,25,1
4630,13,81,75,0.54,433,5,163,112,80,23,1
2125,33,158,28,0.39,265,11,161,75,91,26,1
763,15,192,8,0.14,344,1,175,183,102,47,1
1112,16,102,40,0.19,425,12,39,83,32,1,1
2026,34,102,86,0.43,984,7,127,58,87,31,1
1346,9,73,25,0.09,118,9,27,185,188,8,1
175,42,92,62,0.21,649,5,267,130,173,36,1
4682,27,23,27,0.6,732,9,178,192,187,4,1
3646,48,151,52,0.39,393,5,198,171,64,30,1
3333,15,32,71,0.05,321,5,31,141,181,33,1
1653,35,81,74,0.51,497,12,262,13,113,30,1
116,34,40,74,0.01,64,5,47,141,149,5,1
282,40,166,30,0.58,546,7,87,98,23,17,1
2206,30,62,76,0.58,27,14,266,145,24,33,1
1219,48,43,42,0.2,349,7,136,148,10,9,1
2208,23,85,15,0.33,665,10,223,61,50,29,1
4256,9,54,74,0.05,214,5,144,196,144,5,0
1543,32,41,47,0.19,79,14,108,161,52,5,1
4768,35,52,32,0.39,850,2,39,127,21,45,1
4057,49,183,98,0.34,638,6,263,89,104,30,1
2522,32,94,17,0.02,345,7,74,163,81,24,1
2710,45,173,30,0.14,733,6,151,132,33,45,1
2789,16,174,30,0.58,544,10,16,153,109,33,1
1811,32,178,10,0.46,686,3,235,186,60,11,1
3564,25,179,70,0.44,552,4,26,161,23,16,1
2025,30,70,29,0.27,488,3,292,195,67,35,1
2412,37,147,81,0.09,323,6,92,20,52,40,1
926,37,68,18,0.47,599,2,58,19,72,41,1
3862,35,49,80,0.09,624,14,223,126,33,14,1
3498,45,23,25,0.54,380,5,123,26,176,43,1
1362,8,133,19,0.03,727,7,84,86,81,43,1
1510,40,192,2,0.44,222,7,44,32,176,43,1
2759,49,33,72,0.21,786,7,153,198,15,20,1
2374,47,76,21,0.34,95,13,38,176,1,30,1
1783,36,59,33,0.06,796,3,178,167,7,8,1
1655,25,52,97,0.03,649,4,187,45,162,24,1
2613,18,93,82,0.53,786,9,222,34,185,25,1
3471,39,7,53,0.58,388,4,189,174,33,3,1
3567,10,43,55,0.48,822,2,3,44,18,40,1
2447,1,48,62,0.33,820,9,288,55,21,9,1
3785,4,118,3,0.31,81,5,7,162,134,45,1
2920,26,170,2,0.57,63,9,185,87,168,4,1
1210,11,190,89,0.11,430,3,285,195,141,37,1
4904,15,20,1,0.51,783,4,265,16,105,13,1
292,32,37,47,0.57,3,2,19,68,130,45,1
2640,15,41,18,0.33,903,9,219,29,42,16,1
1113,28,169,52,0.12,650,10,250,127,67,38,1
4374,23,87,85,0.26,850,1,28,54,98,27,1
2645,3,133,5,0.35,273,12,147,193,165,4,1
969,32,161,31,0.15,246,3,89,46,188,21,1
55,20,176,37,0.55,771,3,80,82,19,28,1
517,14,172,4,0.33,589,12,86,121,126,24,1
4220,35,10,81,0.14,615,5,264,123,188,19,1
53,40,189,51,0.19,310,14,48,146,44,16,1
695,42,11,34,0.39,354,14,273,146,165,28,1
167,9,58,53,0.53,85,2,40,74,61,14,1
2978,47,179,51,0.21,437,8,74,44,190,40,1
2601,24,143,83,0.03,709,6,77,109,55,4,1
4339,41,5,15,0.09,787,14,237,12,164,7,1
896,4,109,13,0.0,306,5,125,158,61,40,1
2812,12,61,87,0.46,980,8,190,60,15,20,1
1191,24,141,7,0.15,21,9,253,125,152,32,1
1860,1,45,42,0.46,81,5,240,19,171,31,1
773,14,23,85,0.55,236,2,256,11,100,35,1
274,31,16,34,0.14,853,11,56,92,3,37,1
4677,10,36,69,0.49,659,10,6,59,63,44,1
4258,33,138,65,0.23,927,6,176,57,139,30,1
4704,36,118,64,0.38,364,9,70,9,133,7,1
2098,42,96,78,0.46,435,11,53,182,187,30,1
4799,35,45,28,0.28,272,5,18,173,23,41,1
4465,48,131,7,0.1,501,9,244,179,106,30,1
1623,18,106,54,0.01,585,14,185,62,24,42,1
1878,25,165,33,0.01,18,3,124,46,196,23,1
1967,12,8,55,0.31,658,3,265,120,45,31,1
4284,28,1,75,0.51,147,7,75,148,167,22,1
2076,9,72,25,0.3,907,2,4,177,65,3,1
3794,24,193,47,0.16,712,6,241,6,158,33,1
951,20,30,61,0.08,653,11,174,197,2,6,1
4835,26,108,17,0.2,881,3,291,54,111,8,1
2089,5,196,7,0.54,106,1,47,32,168,21,1
59,27,127,50,0.29,189,6,289,54,169,11,1
310,28,124,8,0.07,889,3,212,78,32,41,1
1723,37,85,38,0.14,571,3,172,75,17,40,1
2269,40,165,41,0.6,332,7,45,150,177,32,1
2110,7,84,95,0.32,87,10,126,143,25,14,1
3763,19,28,73,0.06,730,2,258,134,81,40,1
1669,22,89,35,0.21,384,3,199,91,44,26,1
370,18,97,59,0.02,321,12,99,93,32,13,1
1392,15,183,23,0.02,139,4,25,64,109,34,1
2426,33,62,45,0.49,785,2,123,62,145,12,1
2882,39,15,7,0.02,136,4,54,154,8,17,1
2874,5,97,88,0.49,544,14,233,94,65,1,1
2044,40,195,89,0.01,223,6,162,82,9,1,1
3008,37,128,75,0.4,132,5,246,180,125,38,1
2088,5,144,25,0.48,798,3,99,133,162,28,1
3540,37,171,34,0.16,667,11,178,31,124,23,1
3727,43,111,43,0.18,945,6,18,54,141,15,1
1168,7,128,48,0.57,809,1,218,134,185,34,1
1654,2,90,23,0.15,572,13,195,144,133,41,1
4077,30,93,56,0.09,594,1,1,119,104,40,1
285,49,149,15,0.12,751,2,66,189,112,14,1
2019,11,95,40,0.08,13,1,180,169,142,16,1
4479,37,96,43,0.04,828,1,126,103,62,27,1
1958,39,72,5,0.47,892,6,53,186,158,9,1
425,33,43,39,0.13,37,1,37,62,102,40,1
3580,9,7,81,0.44,912,2,182,189,155,35,1
2685,11,135,99,0.01,328,11,194,10,120,4,1
1620,12,53,12,0.13,560,2,256,58,119,22,1
2610,10,186,97,0.11,566,11,133,127,26,32,1
3441,11,119,51,0.07,577,10,159,167,17,48,1
3015,33,147,21,0.45,56,3,123,32,140,43,1
3693,20,27,6,0.43,173,8,128,100,12,19,1
3900,5,148,17,0.5,819,10,170,166,126,23,1
922,47,100,84,0.39,48,7,92,48,199,3,1
1302,24,110,90,0.33,784,4,212,169,149,43,1
1364,32,159,7,0.57,471,8,218,10,156,49,1
4870,31,2,49,0.25,742,11,54,8,18,20,1
2948,42,189,31,0.44,356,9,142,165,176,6,1
127,44,98,4,0.12,528,12,284,54,11,25,1
2671,14,59,13,0.48,983,7,283,156,39,33,1
4277,19,159,48,0.43,742,4,257,10,168,39,1
650,42,74,1,0.19,836,5,135,141,58,35,1
1115,24,56,38,0.58,699,3,115,177,197,8,1
2186,32,197,23,0.53,59,10,92,7,128,2,1
2499,12,164,12,0.47,706,12,271,71,35,28,1
2393,21,158,85,0.3,813,11,279,161,25,29,1
1913,36,115,10,0.34,454,3,224,85,112,20,1
1368,25,23,18,0.51,253,11,100,22,59,7,1
4761,14,39,43,0.37,144,3,140,128,115,35,1
3647,8,73,93,0.3,62,10,133,89,198,3,1
3812,29,84,3,0.2,490,3,211,86,85,36,1
4720,25,99,52,0.3,121,1,20,33,193,38,1
2240,23,70,27,0.01,281,11,278,53,17,39,1
1042,36,128,74,0.52,702,9,80,42,96,7,1
2762,48,118,41,0.39,826,2,7,175,79,33,1
2242,12,165,48,0.43,878,4,91,77,125,32,1
1298,12,109,67,0.29,34,11,228,184,83,46,1
3104,18,109,15,0.58,440,7,34,20,82,28,1
4648,36,194,25,0.43,232,6,182,184,55,9,1
4083,48,59,91,0.59,209,12,120,181,126,2,1
2047,19,82,30,0.59,526,3,275,119,76,4,1
4966,48,197,54,0.3,665,2,92,50,189,13,1
3737,35,14,6,0.52,441,7,172,108,18,34,1
2201,49,83,15,0.31,530,4,202,172,31,11,1
4068,27,51,47,0.13,665,2,265,105,148,44,1
3160,3,109,57,0.02,917,12,6,136,80,40,1
2020,13,138,90,0.21,122,1,205,151,182,3,1
247,38,177,37,0.43,811,1,176,19,164,6,1
2676,41,181,12,0.12,387,1,56,145,148,23,1
1252,19,53,85,0.35,483,13,50,148,45,1,1
2085,43,96,53,0.25,347,13,72,60,146,26,1
527,35,89,53,0.47,723,1,72,125,16,42,1
1304,15,174,36,0.52,475,11,133,17,30,16,1
972,16,187,63,0.32,807,3,139,104,199,0,0
469,35,65,22,0.36,568,8,59,129,163,3,1
2254,5,99,82,0.05,863,12,232,190,188,49,1
2647,7,54,51,0.43,706,8,91,116,122,45,1
1170,21,121,5,0.03,615,8,38,61,122,36,1
3118,41,58,11,0.32,416,5,258,17,92,26,1
1000,1,167,10,0.09,125,7,200,155,74,16,1
2386,25,91,45,0.21,464,6,199,65,93,39,1
2293,30,74,11,0.31,246,4,296,132,37,20,1
2695,19,57,71,0.48,717,3,93,175,79,40,1
1907,24,98,10,0.0,907,2,256,197,35,12,1
4662,46,197,9,0.14,488,1,131,105,79,35,1
1915,15,97,28,0.41,563,13,131,196,26,34,1
2962,35,152,78,0.13,128,13,275,23,191,23,1
2903,24,179,97,0.07,917,4,247,99,97,18,1
4960,36,87,64,0.35,780,8,272,30,48,10,1
3278,49,126,38,0.12,666,14,144,90,87,11,1
3769,14,1,5,0.11,953,12,192,182,67,43,1
3278,22,11,44,0.31,922,2,71,194,163,41,1
2421,39,73,51,0.33,862,4,299,116,137,40,1
2941,8,71,92,0.31,599,1,46,160,35,20,1
3806,48,71,90,0.5,495,8,179,108,149,33,1
4275,16,120,33,0.04,561,7,17,105,162,23,1
144,46,91,45,0.08,943,3,26,162,38,46,1
2724,17,75,56,0.17,540,3,136,71,101,41,1
2005,5,133,12,0.25,315,3,297,98,37,27,1
843,41,107,38,0.04,230,4,296,88,45,38,1
1884,35,187,17,0.1,585,3,179,135,194,40,1
2166,37,12,13,0.42,210,13,254,72,57,31,1
4156,18,91,20,0.27,218,13,38,145,89,45,1
3375,21,180,31,0.56,61,10,144,9,188,20,1
2969,42,65,30,0.21,36,10,255,59,172,38,1
2647,1,136,35,0.58,821,1,16,155,67,29,1
3255,17,54,92,0.35,265,9,294,97,100,34,1
4857,8,161,23,0.15,371,13,257,198,198,46,1
864,29,101,28,0.01,867,11,137,125,30,35,1
395,20,170,9,0.58,664,4,273,147,59,29,1
2399,49,194,99,0.41,72,4,281,118,31,32,1
412,37,97,66,0.37,70,14,127,44,141,42,1
2493,39,68,87,0.18,357,3,97,148,139,38,1
2315,5,35,58,0.3,699,7,111,177,44,0,1
2238,10,150,21,0.0,889,14,221,34,107,45,1
3055,6,39,77,0.33,545,12,17,136,72,6,1
3331,7,5,1,0.15,754,9,286,22,153,19,1
1034,35,8,85,0.38,850,1,184,72,36,36,1
1689,27,62,23,0.01,296,13,287,183,176,38,1
877,42,51,17,0.57,337,1,117,50,185,35,1
2780,21,34,17,0.47,400,9,2,129,87,16,1
3581,24,41,52,0.59,737,6,271,7,190,38,1
4501,29,20,62,0.13,759,4,162,104,11,32,1
2985,27,82,99,0.17,8,9,6,66,101,33,1
3926,38,103,93,0.17,633,8,246,181,43,5,1
176,2,155,54,0.04,165,8,293,152,85,9,1
3227,25,120,1,0.45,282,4,24,88,121,39,1
3106,2,83,82,0.17,804,1,207,22,162,42,1
653,38,73,35,0.27,148,2,163,145,148,46,1
3499,18,84,12,0.32,976,11,165,93,126,3,1
4196,42,199,14,0.39,419,9,68,13,174,21,1
3583,7,16,51,0.31,434,8,258,22,124,22,1
3417,49,78,89,0.06,206,3,139,174,121,9,1
3418,4,7,23,0.34,533,2,289,103,70,28,1
3847,44,149,32,0.03,494,2,65,36,174,38,1
1842,40,45,66,0.15,389,2,62,106,16,48,1
2911,41,122,39,0.47,635,1,188,88,174,16,1
3526,10,94,8,0.21,314,12,114,96,13,13,1
3467,41,155,14,0.49,192,6,101,177,154,3,1
1695,28,130,88,0.2,697,1,273,73,143,0,1
1255,30,199,62,0.04,127,9,191,180,51,37,1
3080,24,13,48,0.21,777,1,286,162,75,33,1
2922,36,117,38,0.35,42,2,276,29,123,41,1
3122,16,147,39,0.32,873,9,244,109,8,0,1
1904,33,106,30,0.51,522,9,132,69,90,44,1
4071,10,54,16,0.41,4,11,172,177,23,23,1
4712,48,186,89,0.26,662,13,236,65,39,11,1
2758,21,138,37,0.46,150,13,126,107,58,8,1
3552,27,131,47,0.1,166,5,91,189,80,2,1
1382,21,145,94,0.3,488,5,158,105,139,48,1
251,27,138,46,0.12,231,2,171,153,20,27,1
3557,32,43,44,0.41,730,5,50,187,114,35,1
4262,5,51,14,0.19,422,2,129,196,126,36,1
624,35,178,70,0.48,848,2,298,125,95,43,1
586,22,1,44,0.15,38,1,184,92,37,23,1
1675,36,20,19,0.54,203,6,163,64,133,4,1
2172,10,87,63,0.35,706,10,184,46,46,30,1
435,34,191,73,0.34,368,10,153,189,76,26,1
3331,6,115,4,0.6,72,11,159,112,198,16,1
524,14,42,79,0.12,976,4,216,49,55,25,1
467,37,54,52,0.14,846,11,128,16,3,30,1
3650,19,99,8,0.51,986,8,95,5,86,35,1
1004,32,57,47,0.41,16,11,204,123,53,20,1
4908,20,46,30,0.39,455,4,160,87,124,2,0
1255,21,142,66,0.51,14,5,103,27,21,13,1
4809,15,76,42,0.56,954,14,218,82,7,31,1
4170,17,182,44,0.35,712,1,95,174,109,36,1
2040,44,132,0,0.15,719,10,30,5,4,5,1
4855,45,100,25,0.16,415,12,64,36,35,9,1
3622,24,191,26,0.53,359,11,293,62,16,24,1
4430,21,100,28,0.09,69,1,204,32,52,5,0
4208,48,21,45,0.25,54,9,103,42,198,44,1
4807,15,129,95,0.1,519,7,12,132,113,32,1
2763,11,60,91,0.41,984,4,183,65,121,38,1
2253,37,23,29,0.4,666,7,268,90,25,21,1
3170,30,16,25,0.54,938,7,10,145,167,14,1
1016,18,14,85,0.23,228,14,70,69,84,31,1
4994,28,105,87,0.14,742,4,267,128,49,33,1
3482,13,118,25,0.22,46,5,263,5,168,24,1
738,43,77,70,0.42,376,5,297,190,87,4,1
4293,10,130,44,0.06,142,8,45,199,128,31,1
3751,47,77,64,0.05,888,4,172,196,189,41,1
391,39,135,39,0.57,488,9,187,149,13,26,1
1774,12,78,86,0.05,955,12,23,136,99,27,1
4472,38,70,65,0.58,156,11,123,181,85,44,1
1842,41,78,41,0.44,577,12,76,104,75,35,1
1809,48,140,10,0.29,478,14,293,60,160,18,1
3262,40,152,70,0.04,379,8,224,92,16,23,1
1039,26,150,53,0.26,940,7,114,27,26,6,1
2312,44,46,13,0.54,195,9,11,17,9,29,1
2532,19,85,62,0.38,89,14,252,146,85,33,1
1001,23,112,76,0.2,527,14,181,97,79,21,1
772,48,158,0,0.29,513,3,216,158,126,46,1
3439,36,4,26,0.36,859,4,130,85,82,10,1
2129,27,166,60,0.14,27,4,116,176,67,20,1
2767,16,44,66,0.45,759,1,35,126,160,41,1
2382,7,25,90,0.4,303,10,207,69,162,43,1
